Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2 
HYUNDAI Santa Fe Sport	2.4	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.41WE	small SUV	5	19	25	21	5	No	413
HYUNDAI Santa Fe Sport	2.4	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV02.41WE	small SUV	6	19	25	21	5	No	413
HYUNDAI Santa Fe Sport Ultimate	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.01VE	small SUV	5	19	26	22	5	No	408
HYUNDAI Santa Fe Sport Ultimate	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV02.01VE	small SUV	6	19	26	22	5	No	408
HYUNDAI Santa Fe Ultimate	3.3	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV03.31XE	small SUV	5	17	23	20	4	No	457
HYUNDAI Santa Fe Ultimate	3.3	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV03.31XE	small SUV	6	17	23	20	4	No	457
HYUNDAI Santa Fe Ultimate	3.3	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV03.31XE	small SUV	5	17	22	19	4	No	476
HYUNDAI Santa Fe Ultimate	3.3	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV03.31XE	small SUV	6	17	22	19	4	No	476
HYUNDAI Sonata	1.6	4	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV01.6AFE	large car	5	28	38	32	8	Yes	282
HYUNDAI Sonata	1.6	4	AutoMan-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV01.6AFE	large car	6	28	38	32	8	Yes	282
HYUNDAI Sonata	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.0AHE	large car	5	23	32	26	6	No	344
HYUNDAI Sonata	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV02.0AHE	large car	6	23	32	26	6	No	344
HYUNDAI Sonata	2.4	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.4AJ4	large car	5	25	38	30	7	No	303
HYUNDAI Sonata	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GHYXV02.4AJ4	large car	7	25	38	30	7	Yes	303
HYUNDAI Sonata	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GHYXV02.4BJ2	large car	9	25	38	30	7	Yes	303
HYUNDAI Sonata Hybrid	2	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.01K5	midsize car	5	39	43	41	9	Yes	220
HYUNDAI Sonata Hybrid	2	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GHYXV02.01K5	midsize car	6	39	43	41	9	Yes	220
HYUNDAI Sonata Hybrid SE	2	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.01K5	midsize car	5	40	44	42	9	Yes	215
HYUNDAI Sonata Hybrid SE	2	4	AutoMan-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	GHYXV02.01K5	midsize car	6	40	44	42	9	Yes	215
HYUNDAI Sonata Limited	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.0AHE	large car	5	21	31	25	6	No	362
HYUNDAI Sonata Limited	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV02.0AHE	large car	6	21	31	25	6	No	362
HYUNDAI Sonata Sport/Limited	2.4	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.4AJ4	large car	5	25	36	29	7	No	312
HYUNDAI Sonata Sport/Limited	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	GHYXV02.4AJ4	large car	7	25	36	29	7	Yes	312
HYUNDAI Sonata Sport/Limited	2.4	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GHYXV02.4BJ2	large car	9	25	36	29	7	Yes	312
HYUNDAI Sonata plug-in hybrid	2	4	AutoMan-6	2WD	Gasoline/Electricity	FA	B2	Federal Tier 2 Bin 2	GHYXV02.01M2	midsize car	9	38/99	41/98	40/99	10	Elite	101
HYUNDAI Sonata plug-in hybrid	2	4	AutoMan-6	2WD	Gasoline/Electricity	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GHYXV02.01M2	midsize car	9	38/99	41/98	40/99	10	Elite	101
HYUNDAI Tuscon	1.6	4	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV01.61TE	small SUV	5	25	30	27	6	No	331
HYUNDAI Tuscon	1.6	4	AutoMan-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV01.61TE	small SUV	6	25	30	27	6	No	331
HYUNDAI Tuscon	1.6	4	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV01.61TE	small SUV	5	24	28	26	6	No	352
HYUNDAI Tuscon	1.6	4	AutoMan-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV01.61TE	small SUV	6	24	28	26	6	No	352
HYUNDAI Tuscon	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.01UE	small SUV	5	23	31	26	6	No	339
HYUNDAI Tuscon	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV02.01UE	small SUV	6	23	31	26	6	No	339
HYUNDAI Tuscon	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV02.01UE	small SUV	5	21	26	23	5	No	387
HYUNDAI Tuscon	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV02.01UE	small SUV	6	21	26	23	5	No	387
HYUNDAI Tuscon Eco	1.6	4	AutoMan-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV01.61TE	small SUV	5	26	33	29	7	No	313
HYUNDAI Tuscon Eco	1.6	4	AutoMan-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV01.61TE	small SUV	6	26	33	29	7	Yes	313
HYUNDAI Tuscon Eco	1.6	4	AutoMan-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GHYXV01.61TE	small SUV	5	25	31	27	6	No	330
HYUNDAI Tuscon Eco	1.6	4	AutoMan-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GHYXV01.61TE	small SUV	6	25	31	27	6	No	330
HYUNDAI Tuscon Fuel Cell	N/A	N/A	Auto-1	2WD	Hydrogen	FA	B1	Federal Tier 2 Bin 1	GHYXV00.01YW	small SUV	10	49	51	50	10	Elite	0
HYUNDAI Tuscon Fuel Cell	N/A	N/A	Auto-1	2WD	Hydrogen	CA	ZEV	California ZEV	GHYXV00.01YW	small SUV	10	49	51	50	10	Elite	0
HYUNDAI Veloster	1.6	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DBE	small car	5	28	36	31	7	No	286
HYUNDAI Veloster	1.6	4	AutoMan-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DBE	small car	6	28	36	31	7	Yes	286
HYUNDAI Veloster	1.6	4	AutoMan-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DDE	small car	5	27	33	29	7	No	307
HYUNDAI Veloster	1.6	4	AutoMan-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DDE	small car	6	27	33	29	7	Yes	307
HYUNDAI Veloster	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DBE	small car	5	27	35	30	7	No	299
HYUNDAI Veloster	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DBE	small car	6	27	35	30	7	Yes	299
HYUNDAI Veloster	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GKMXV01.6DDE	small car	5	25	33	28	7	No	318
HYUNDAI Veloster	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	GKMXV01.6DDE	small car	6	25	33	28	7	Yes	318
INFINITI Q50 Hybrid	3.5	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.5GCB	small car	5	28	34	30	7	No	292
INFINITI Q50 Hybrid	3.5	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.5GCB	small car	6	28	34	30	7	Yes	292
INFINITI Q50 Hybrid	3.5	6	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.5GCB	small car	5	27	31	28	7	No	317
INFINITI Q50 Hybrid	3.5	6	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.5GCB	small car	6	27	31	28	7	Yes	317
INFINITI Q70	3.7	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.7GAA	midsize car	5	18	26	21	5	No	431
INFINITI Q70	3.7	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.7GAA	midsize car	6	18	26	21	5	No	431
INFINITI Q70	3.7	6	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.7GAB	midsize car	5	18	24	20	4	No	441
INFINITI Q70	3.7	6	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.7GAB	midsize car	6	18	24	20	4	No	441
INFINITI Q70	5.6	8	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV05.6G9A	midsize car	5	16	24	19	4	No	463
INFINITI Q70	5.6	8	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV05.6G9A	midsize car	6	16	24	19	4	No	463
INFINITI Q70	5.6	8	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV05.6G9A	midsize car	5	16	23	18	4	No	487
INFINITI Q70	5.6	8	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV05.6G9A	midsize car	6	16	23	18	4	No	487
INFINITI Q70 Hybrid	3.5	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.5GCB	midsize car	5	29	34	31	7	No	285
INFINITI Q70 Hybrid	3.5	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.5GCB	midsize car	6	29	34	31	7	Yes	285
INFINITI QX50	3.7	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.7GAB	station wagon	5	17	24	20	4	No	448
INFINITI QX50	3.7	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.7GAB	station wagon	6	17	24	20	4	No	448
INFINITI QX50	3.7	6	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXV03.7GAB	station wagon	5	17	24	20	4	No	452
INFINITI QX50	3.7	6	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXV03.7GAB	station wagon	6	17	24	20	4	No	452
INFINITI QX70	3.7	6	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT03.7GAA	small SUV	5	17	24	19	4	No	457
INFINITI QX70	3.7	6	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT03.7GAA	small SUV	6	17	24	19	4	No	457
INFINITI QX70	3.7	6	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT03.7GAA	small SUV	5	16	22	18	4	No	486
INFINITI QX70	3.7	6	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT03.7GAA	small SUV	6	16	22	18	4	No	486
INFINITI QX80	5.6	8	SemiAuto-7	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT05.6G9A	standard SUV	5	14	20	16	3	No	549
INFINITI QX80	5.6	8	SemiAuto-7	2WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT05.6G9A	standard SUV	6	14	20	16	3	No	549
INFINITI QX80	5.6	8	SemiAuto-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GNSXT05.6G9B	standard SUV	5	13	19	15	2	No	593
INFINITI QX80	5.6	8	SemiAuto-7	4WD	Gasoline	CA	U2	California LEV-II ULEV	GNSXT05.6G9B	standard SUV	6	13	19	15	2	No	593
JAGUAR F-Type Convertible	3	6	Man-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	16	24	19	4	No	476
JAGUAR F-Type Convertible	3	6	Man-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	16	24	19	4	No	476
JAGUAR F-Type Convertible	3	6	SemiAuto-8	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	19	28	22	5	No	396
JAGUAR F-Type Convertible	3	6	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	19	28	22	5	No	396
JAGUAR F-Type Coupe	3	6	Man-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	16	24	19	4	No	476
JAGUAR F-Type Coupe	3	6	Man-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	16	24	19	4	No	476
JAGUAR F-Type Coupe	3	6	SemiAuto-8	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	19	28	22	5	No	396
JAGUAR F-Type Coupe	3	6	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	19	28	22	5	No	396
JAGUAR F-Type R Convertible	5	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXV05.0FAM	small car	5	16	23	18	4	No	487
JAGUAR F-Type R Convertible	5	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXV05.0FAM	small car	6	16	23	18	4	No	487
JAGUAR F-Type R Convertible	5	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXV05.0FAM	small car	5	15	23	18	4	No	500
JAGUAR F-Type R Convertible	5	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXV05.0FAM	small car	6	15	23	18	4	No	500
JAGUAR F-Type R Coupe	5	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXV05.0FAM	small car	5	15	23	18	4	No	500
JAGUAR F-Type R Coupe	5	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXV05.0FAM	small car	6	15	23	18	4	No	500
JAGUAR F-Type S Convertible	3	6	Man-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	15	24	18	4	No	486
JAGUAR F-Type S Convertible	3	6	Man-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	15	24	18	4	No	486
JAGUAR F-Type S Convertible	3	6	SemiAuto-8	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	19	27	22	5	No	408
JAGUAR F-Type S Convertible	3	6	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	19	27	22	5	No	408
JAGUAR F-Type S Convertible	3	6	SemiAuto-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	18	26	21	5	No	425
JAGUAR F-Type S Convertible	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	18	26	21	5	No	425
JAGUAR F-Type S Coupe	3	6	Man-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	15	24	18	4	No	486
JAGUAR F-Type S Coupe	3	6	Man-6	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	15	24	18	4	No	486
JAGUAR F-Type S Coupe	3	6	SemiAuto-8	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	19	27	22	5	No	408
JAGUAR F-Type S Coupe	3	6	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	19	27	22	5	No	408
JAGUAR F-Type S Coupe	3	6	SemiAuto-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	small car	7	18	26	21	5	No	425
JAGUAR F-Type S Coupe	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	small car	9	18	26	21	5	No	425
JAGUAR XF	3	6	SemiAuto-8	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	midsize car	7	20	30	24	5	No	375
JAGUAR XF	3	6	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	midsize car	9	20	30	24	5	No	375
JAGUAR XF	3	6	SemiAuto-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	midsize car	7	20	28	23	5	No	388
JAGUAR XF	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	midsize car	9	20	28	23	5	No	388
JAGUAR XJ	3	6	SemiAuto-8	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	large car	7	18	27	21	5	No	414
JAGUAR XJ	3	6	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	large car	9	18	27	21	5	No	414
JAGUAR XJ	3	6	SemiAuto-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	large car	7	17	26	20	4	No	443
JAGUAR XJ	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	large car	9	17	26	20	4	No	443
JAGUAR XJ	5	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXV05.0FAM	large car	5	15	23	18	4	No	504
JAGUAR XJ	5	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXV05.0FAM	large car	6	15	23	18	4	No	504
JAGUAR XJL	3	6	SemiAuto-8	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	large car	7	18	27	21	5	No	417
JAGUAR XJL	3	6	SemiAuto-8	2WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	large car	9	18	27	21	5	No	417
JAGUAR XJL	3	6	SemiAuto-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	GJLXV03.0FSP	large car	7	17	25	20	4	No	449
JAGUAR XJL	3	6	SemiAuto-8	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GJLXV03.0FSP	large car	9	17	25	20	4	No	449
JAGUAR XJL	5	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GJLXV05.0FAM	large car	5	15	23	18	4	No	504
JAGUAR XJL	5	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	GJLXV05.0FAM	large car	6	15	23	18	4	No	504
JEEP Cherokee	2.4	4	Auto-9	2WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	small SUV	6	15/22	23/31	18/25	6	No	342/359
JEEP Cherokee	2.4	4	Auto-9	2WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	small SUV	6	15/22	23/31	18/25	6	No	342/359
JEEP Cherokee	2.4	4	Auto-9	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	22	31	25	6	No	359
JEEP Cherokee	2.4	4	Auto-9	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	22	31	25	6	No	359
JEEP Cherokee	2.4	4	Auto-9	4WD	Ethanol/Gas	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	small SUV	6	15/21	21/28	17/24	5	No	364/376
JEEP Cherokee	2.4	4	Auto-9	4WD	Ethanol/Gas	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45PA	small SUV	6	15/21	21/28	17/24	5	No	364/376
JEEP Cherokee	2.4	4	Auto-9	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	28	24	5	No	376
JEEP Cherokee	2.4	4	Auto-9	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	28	24	5	No	376
JEEP Cherokee	3.2	6	Auto-9	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	21	29	24	5	No	375
JEEP Cherokee	3.2	6	Auto-9	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	21	29	24	5	No	375
JEEP Cherokee	3.2	6	Auto-9	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	20	28	23	5	No	385
JEEP Cherokee	3.2	6	Auto-9	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	20	28	23	5	No	385
JEEP Cherokee 4x4 Active Drive II	2.4	4	Auto-9	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GCRXJ02.4CP0	small SUV	9	21	27	23	5	No	383
JEEP Cherokee 4x4 Active Drive II	2.4	4	Auto-9	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT02.45P1	small SUV	5	21	27	23	5	No	383
JEEP Cherokee 4x4 Active Drive II	2.4	4	Auto-9	4WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT02.45P1	small SUV	5	21	27	23	5	No	383
JEEP Cherokee 4x4 Active Drive II	3.2	6	Auto-9	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	19	26	22	5	No	412
JEEP Cherokee 4x4 Active Drive II	3.2	6	Auto-9	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	19	26	22	5	No	412
JEEP Cherokee Trailhawk	2.4	4	Auto-9	4WD	Gasoline	CA	L3SULEV30/PZEV	California LEV-III SULEV30/PZEV	GCRXJ02.4CP0	small SUV	9	19	25	22	5	No	410
JEEP Cherokee Trailhawk	2.4	4	Auto-9	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT02.45P1	small SUV	5	19	25	22	5	No	410
JEEP Cherokee Trailhawk	2.4	4	Auto-9	4WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT02.45P1	small SUV	5	19	25	22	5	No	410
JEEP Cherokee Trailhawk	3.2	6	Auto-9	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	19	26	22	5	No	407
JEEP Cherokee Trailhawk	3.2	6	Auto-9	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ03.65P3	small SUV	6	19	26	22	5	No	407
JEEP Compass	2	4	CVT	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	22	26	24	5	No	376
JEEP Compass	2	4	CVT	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	22	26	24	5	No	376
JEEP Compass	2	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT02.45P1	small SUV	5	23	30	26	6	No	344
JEEP Compass	2	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT02.45P1	small SUV	5	23	30	26	6	No	344
JEEP Compass	2.4	4	Auto-6	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	28	23	5	No	379
JEEP Compass	2.4	4	Auto-6	2WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXJ02.45P4	small SUV	6	21	28	23	5	No	379
JEEP Compass	2.4	4	Auto-6	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT02.45P2	small SUV	6	20	26	22	5	No	398
JEEP Compass	2.4	4	Auto-6	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT02.45P2	small SUV	6	20	26	22	5	No	398
JEEP Compass	2.4	4	CVT	4WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT02.45P2	small SUV	6	20	23	21	5	No	416
JEEP Compass	2.4	4	CVT	4WD	Gasoline	FA	B4	Federal Tier 2 Bin 4	GCRXT02.45P2	small SUV	6	20	23	21	5	No	416
JEEP Compass	2.4	4	Man-5	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT02.45P1	small SUV	5	23	29	25	6	No	350
JEEP Compass	2.4	4	Man-5	2WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT02.45P1	small SUV	5	23	29	25	6	No	350
JEEP Compass	2.4	4	Man-5	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	GCRXT02.45P5	small SUV	5	22	27	24	5	No	367
JEEP Compass	2.4	4	Man-5	4WD	Gasoline	CA	L2	California LEV-II LEV	GCRXT02.45P5	small SUV	5	22	27	24	5	No	367
JEEP Grand Cherokee	3	6	Auto-8	2WD	Diesel	FA	B5	Federal Tier 2 Bin 5	GCRXT03.05PV	standard SUV	5	22	30	25	5	No	405
JEEP Grand Cherokee	3	6	Auto-8	2WD	Diesel	CA	L2	California LEV-II LEV	GCRXT03.05PV	standard SUV	5	22	30	25	5	No	405
JEEP Grand Cherokee	3	6	Auto-8	4WD	Diesel	FA	B5	Federal Tier 2 Bin 5	GCRXT03.05PV	standard SUV	5	21	28	24	5	No	429
JEEP Grand Cherokee	3	6	Auto-8	4WD	Diesel	CA	L2	California LEV-II LEV	GCRXT03.05PV	standard SUV	5	21	28	24	5	No	429
JEEP Grand Cherokee	3.6	6	Auto-8	2WD	Gasoline	CA	B4	Federal Tier 2 Bin 4	GCRXT03.65P2	standard SUV	6	19	26	22	5	No	412
