Model	Displ	Cyl	Trans	Drive	Fuel	Sales Area	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2 
KIA Forte Koup	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.04DE	small car	6	25	34	29	8	Yes	310
KIA Forte Koup	2	4	Auto-6	2WD	Gasoline	CA	PZEV	California PZEV	DKMXV02.05DP	small car	9	25	34	29	8	Yes	310
KIA Forte Koup	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.04DE	small car	5	24	33	28	7	No	323
KIA Forte Koup	2	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.04DE	small car	6	24	33	28	7	Yes	323
KIA Forte Koup	2.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.44EE	small car	5	23	31	26	7	No	344
KIA Forte Koup	2.4	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.44EE	small car	6	23	31	26	7	Yes	344
KIA Forte Koup	2.4	4	Auto-6	2WD	Gasoline	CA	PZEV	California PZEV	DKMXV02.45EP	small car	9	23	31	26	7	Yes	344
KIA Forte Koup	2.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.44EE	small car	5	22	32	26	7	No	345
KIA Forte Koup	2.4	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.44EE	small car	6	22	32	26	7	Yes	345
KIA Optima	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.04FE	midsize car	5	22	34	26	7	No	337
KIA Optima	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.04FE	midsize car	6	22	34	26	7	Yes	337
KIA Optima	2.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.44GE	midsize car	5	24	35	28	7	No	322
KIA Optima	2.4	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.44GE	midsize car	6	24	35	28	7	Yes	322
KIA Optima	2.4	4	Auto-6	2WD	Gasoline	CA	PZEV	California PZEV	DKMXV02.45GP	midsize car	9	24	35	28	7	Yes	322
KIA Optima	2.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.44GE	midsize car	5	24	35	28	7	No	323
KIA Optima	2.4	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.44GE	midsize car	6	24	35	28	7	Yes	323
KIA Optima Hybrid	2.4	4	AutoMan-6	2WD	Gasoline	FA	B2	Federal Tier 2 Bin 2	DHYXV02.4AHN	midsize car	8	36	40	38	9	Yes	237
KIA Optima Hybrid	2.4	4	AutoMan-6	2WD	Gasoline	CA	PZEV	California PZEV	DHYXV02.4AHN	midsize car	9	36	40	38	9	Yes	237
KIA Optima Hybrid EX	2.4	4	AutoMan-6	2WD	Gasoline	FA	B2	Federal Tier 2 Bin 2	DHYXV02.4AHN	midsize car	8	35	39	37	9	Yes	242
KIA Optima Hybrid EX	2.4	4	AutoMan-6	2WD	Gasoline	CA	PZEV	California PZEV	DHYXV02.4AHN	midsize car	9	35	39	37	9	Yes	242
KIA Rio	1.6	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV01.6DBE	small car	5	28	36	31	8	Yes	288
KIA Rio	1.6	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV01.6DBE	small car	6	28	36	31	8	Yes	288
KIA Rio	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV01.6DBE	small car	5	29	37	32	8	Yes	279
KIA Rio	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV01.6DBE	small car	6	29	37	32	8	Yes	279
KIA Rio Eco	1.6	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV01.6DBE	small car	5	30	36	32	8	Yes	278
KIA Rio Eco	1.6	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV01.6DBE	small car	6	30	36	32	8	Yes	278
KIA Sorento	2.4	4	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.44LE	small SUV	5	21	27	23	6	No	386
KIA Sorento	2.4	4	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.44LE	small SUV	6	21	27	23	6	No	386
KIA Sorento	2.4	4	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.44ME	small SUV	5	20	26	22	5	No	406
KIA Sorento	2.4	4	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.44ME	small SUV	6	20	26	22	5	No	406
KIA Sorento	2.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.44LE	small SUV	5	21	29	24	6	No	372
KIA Sorento	2.4	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.44LE	small SUV	6	21	29	24	6	No	372
KIA Sorento	2.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.44ME	small SUV	5	21	30	24	6	No	372
KIA Sorento	2.4	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.44ME	small SUV	6	21	30	24	6	No	372
KIA Sorento	2.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.44LE	small SUV	5	20	27	22	5	No	402
KIA Sorento	2.4	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.44LE	small SUV	6	20	27	22	5	No	402
KIA Sorento	3.5	6	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV03.54NE	small SUV	5	18	24	20	5	No	436
KIA Sorento	3.5	6	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV03.54NE	small SUV	6	18	24	20	5	No	436
KIA Sorento	3.5	6	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV03.54NE	small SUV	5	20	26	22	5	No	402
KIA Sorento	3.5	6	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV03.54NE	small SUV	6	20	26	22	5	No	402
KIA Soul	1.6	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV01.6DBE	station wagon	5	25	30	27	7	No	330
KIA Soul	1.6	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV01.6DBE	station wagon	6	25	30	27	7	Yes	330
KIA Soul	1.6	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV01.6DBE	station wagon	5	25	30	27	7	No	331
KIA Soul	1.6	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV01.6DBE	station wagon	6	25	30	27	7	Yes	331
KIA Soul	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.0DCE	station wagon	5	23	28	25	6	No	351
KIA Soul	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.0DCE	station wagon	6	23	28	25	6	No	351
KIA Soul	2	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.0DCE	station wagon	5	24	29	26	7	No	344
KIA Soul	2	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.0DCE	station wagon	6	24	29	26	7	Yes	344
KIA Soul Eco	1.6	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV01.6DBE	station wagon	5	26	31	28	7	No	319
KIA Soul Eco	1.6	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV01.6DBE	station wagon	6	26	31	28	7	Yes	319
KIA Soul Eco	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXV02.0DCE	station wagon	5	24	29	26	7	No	342
KIA Soul Eco	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXV02.0DCE	station wagon	6	24	29	26	7	Yes	342
KIA Sportage	2	4	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.04JE	small SUV	5	20	25	22	5	No	405
KIA Sportage	2	4	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.04JE	small SUV	6	20	25	22	5	No	405
KIA Sportage	2	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.04JE	small SUV	5	21	28	24	6	No	372
KIA Sportage	2	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.04JE	small SUV	6	21	28	24	6	No	372
KIA Sportage	2.4	4	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.44KE	small SUV	5	20	27	23	6	No	388
KIA Sportage	2.4	4	Auto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.44KE	small SUV	6	20	27	23	6	No	388
KIA Sportage	2.4	4	Auto-6	4WD	Gasoline	CA	PZEV	California PZEV	DKMXT02.45KP	small SUV	9	20	27	23	6	No	388
KIA Sportage	2.4	4	Auto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.44KE	small SUV	5	21	30	25	6	No	358
KIA Sportage	2.4	4	Auto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.44KE	small SUV	6	21	30	25	6	No	358
KIA Sportage	2.4	4	Auto-6	2WD	Gasoline	CA	PZEV	California PZEV	DKMXT02.45KP	small SUV	9	21	30	25	6	No	358
KIA Sportage	2.4	4	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.44KE	small SUV	5	19	25	21	5	No	425
KIA Sportage	2.4	4	Man-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.44KE	small SUV	6	19	25	21	5	No	425
KIA Sportage	2.4	4	Man-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DKMXT02.44KE	small SUV	5	20	27	23	6	No	388
KIA Sportage	2.4	4	Man-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DKMXT02.44KE	small SUV	6	20	27	23	6	No	388
LAMBORGHINI Aventador Coupe	6.5	12	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DNLXV06.5L83	small car	5	11	18	13	2	No	676
LAMBORGHINI Aventador Coupe	6.5	12	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	DNLXV06.5L83	small car	5	11	18	13	2	No	676
LAMBORGHINI Aventador Roadster	6.5	12	AMS-7	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DNLXV06.5L83	small car	5	10	16	12	1	No	742
LAMBORGHINI Aventador Roadster	6.5	12	AMS-7	4WD	Gasoline	CA	L2	California LEV-II LEV	DNLXV06.5L83	small car	5	10	16	12	1	No	742
LAMBORGHINI Gallardo Coupe	5.2	10	AMS-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DADXV05.2LR8	small car	5	13	20	16	3	No	562
LAMBORGHINI Gallardo Coupe	5.2	10	AMS-6	4WD	Gasoline	CA	L2	California LEV-II LEV	DADXV05.2LR8	small car	5	13	20	16	3	No	562
LAMBORGHINI Gallardo Coupe	5.2	10	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DADXV05.2LR8	small car	5	12	20	15	3	No	634
LAMBORGHINI Gallardo Coupe	5.2	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	DADXV05.2LR8	small car	5	12	20	15	3	No	634
LAMBORGHINI Gallardo Spyder	5.2	10	AMS-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DADXV05.2LR8	small car	5	13	20	16	3	No	564
LAMBORGHINI Gallardo Spyder	5.2	10	AMS-6	4WD	Gasoline	CA	L2	California LEV-II LEV	DADXV05.2LR8	small car	5	13	20	16	3	No	564
LAMBORGHINI Gallardo Spyder	5.2	10	Man-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DADXV05.2LR8	small car	5	12	20	14	2	No	626
LAMBORGHINI Gallardo Spyder	5.2	10	Man-6	4WD	Gasoline	CA	L2	California LEV-II LEV	DADXV05.2LR8	small car	5	12	20	14	2	No	626
LAND ROVER LR2	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DLRXT02.0001	small SUV	5	17	24	20	5	No	450
LAND ROVER LR2	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DLRXT02.0001	small SUV	6	17	24	20	5	No	450
LAND ROVER LR4	5	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DLRXT05.0001	standard SUV	5	12	17	14	2	No	620
LAND ROVER LR4	5	8	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DLRXT05.0001	standard SUV	6	12	17	14	2	No	620
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DLRXT05.0002	standard SUV	5	13	19	15	3	No	595
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DLRXT05.0002	standard SUV	5	14	20	16	3	No	563
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	DLRXT05.0002	standard SUV	6	13	19	15	3	No	595
LAND ROVER Range Rover	5	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	DLRXT05.0002	standard SUV	6	14	20	16	3	No	563
LAND ROVER Range Rover Evoque	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DLRXT02.0001	small SUV	5	20	28	23	6	No	395
LAND ROVER Range Rover Evoque	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DLRXT02.0001	small SUV	6	20	28	23	6	No	395
LAND ROVER Range Rover Sport	5	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DLRXT05.0001	standard SUV	5	12	17	14	2	No	646
LAND ROVER Range Rover Sport	5	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DLRXT05.0001	standard SUV	5	13	18	15	3	No	613
LAND ROVER Range Rover Sport	5	8	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DLRXT05.0001	standard SUV	6	12	17	14	2	No	646
LAND ROVER Range Rover Sport	5	8	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DLRXT05.0001	standard SUV	6	13	18	15	3	No	613
LEXUS CT 200h	1.8	4	CVT	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DTYXV01.8CCU	small car	7	43	40	42	10	Yes	211
LEXUS CT 200h	1.8	4	CVT	2WD	Gasoline	CA	S2	California LEV-II SULEV	DTYXV01.8CCU	small car	8	43	40	42	10	Yes	211
LEXUS ES 300h	2.5	4	SCV-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DTYXV02.5CC4	midsize car	7	40	39	40	10	Yes	224
LEXUS ES 300h	2.5	4	SCV-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	DTYXV02.5CC4	midsize car	8	40	39	40	10	Yes	224
LEXUS ES 350	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV03.5BEC	midsize car	5	21	31	24	6	No	362
LEXUS ES 350	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV03.5BEC	midsize car	6	21	31	24	6	No	362
LEXUS GS 350	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV03.5BEB	midsize car	5	19	26	21	5	No	412
LEXUS GS 350	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV03.5BEB	midsize car	6	19	26	21	5	No	412
LEXUS GS 350	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV03.5BEB	midsize car	5	19	28	23	6	No	393
LEXUS GS 350	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV03.5BEB	midsize car	6	19	28	23	6	No	393
LEXUS GS 450h	3.5	6	SCV-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DTYXV03.5CC4	midsize car	7	29	34	31	8	Yes	283
LEXUS GS 450h	3.5	6	SCV-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	DTYXV03.5CC4	midsize car	8	29	34	31	8	Yes	283
LEXUS GX 460	4.6	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXT04.6BEX	standard SUV	5	15	20	17	4	No	514
LEXUS GX 460	4.6	8	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXT04.6BEX	standard SUV	6	15	20	17	4	No	514
LEXUS IS 250	2.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV02.5BEC	small car	5	21	27	23	6	No	382
LEXUS IS 250	2.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV02.5BEC	small car	6	21	27	23	6	No	382
LEXUS IS 250/IS 250C	2.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV02.5BEC	small car	5	21	30	24	6	No	367
LEXUS IS 250/IS 250C	2.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV02.5BEC	small car	6	21	30	24	6	No	367
LEXUS IS 350	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV03.5BEB	small car	5	19	26	22	5	No	408
LEXUS IS 350	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV03.5BEB	small car	6	19	26	22	5	No	408
LEXUS IS 350/IS 350C	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV03.5BEB	small car	5	19	27	22	5	No	400
LEXUS IS 350/IS 350C	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV03.5BEB	small car	6	19	27	22	5	No	400
LEXUS IS F	5	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV05.0BEA	small car	5	16	23	18	4	No	475
LEXUS IS F	5	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV05.0BEA	small car	6	16	23	18	4	No	475
LEXUS LS 460	4.6	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV04.6BEA	midsize car	5	16	23	18	4	No	485
LEXUS LS 460	4.6	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV04.6BEA	midsize car	6	16	23	18	4	No	485
LEXUS LS 460	4.6	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV04.6BEA	midsize car	5	16	24	19	4	No	468
LEXUS LS 460	4.6	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV04.6BEA	midsize car	6	16	24	19	4	No	468
LEXUS LS 460 L	4.6	8	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV04.6BEA	midsize car	5	16	23	18	4	No	485
LEXUS LS 460 L	4.6	8	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV04.6BEA	midsize car	6	16	23	18	4	No	485
LEXUS LS 460 L	4.6	8	SemiAuto-8	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXV04.6BEA	midsize car	5	16	24	19	4	No	468
LEXUS LS 460 L	4.6	8	SemiAuto-8	2WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXV04.6BEA	midsize car	6	16	24	19	4	No	468
LEXUS LS 600h L	5	8	SCV-8	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DTYXV05.0CC4	midsize car	7	19	23	20	5	No	432
LEXUS LS 600h L	5	8	SCV-8	4WD	Gasoline	CA	S2	California LEV-II SULEV	DTYXV05.0CC4	midsize car	8	19	23	20	5	No	432
LEXUS LX 570	5.7	8	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXT05.7BEX	standard SUV	5	12	17	14	2	No	623
LEXUS LX 570	5.7	8	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXT05.7BEX	standard SUV	6	12	17	14	2	No	623
LEXUS RX 350	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXT03.5BER	small SUV	5	18	24	20	5	No	444
LEXUS RX 350	3.5	6	SemiAuto-8	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXT03.5BER	small SUV	5	18	26	21	5	No	420
LEXUS RX 350	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXT03.5BER	small SUV	6	18	24	20	5	No	444
LEXUS RX 350	3.5	6	SemiAuto-8	4WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXT03.5BER	small SUV	6	18	26	21	5	No	420
LEXUS RX 350	3.5	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DTYXT03.5BER	small SUV	5	18	25	21	5	No	428
LEXUS RX 350	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DTYXT03.5BER	small SUV	6	18	25	21	5	No	428
LEXUS RX 450h	3.5	6	SCV-6	4WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DTYXT03.5CC4	small SUV	7	30	28	29	8	Yes	309
LEXUS RX 450h	3.5	6	SCV-6	4WD	Gasoline	CA	S2	California LEV-II SULEV	DTYXT03.5CC4	small SUV	8	30	28	29	8	Yes	309
LEXUS RX 450h	3.5	6	SCV-6	2WD	Gasoline	FA	B3	Federal Tier 2 Bin 3	DTYXT03.5CC4	small SUV	7	32	28	30	8	Yes	297
LEXUS RX 450h	3.5	6	SCV-6	2WD	Gasoline	CA	S2	California LEV-II SULEV	DTYXT03.5CC4	small SUV	8	32	28	30	8	Yes	297
LINCOLN MKS	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.5VEP	large car	5	17	25	20	5	No	442
LINCOLN MKS	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.5VEP	large car	6	17	25	20	5	No	442
LINCOLN MKS	3.7	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.7VE8	large car	5	18	26	21	5	No	423
LINCOLN MKS	3.7	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.7VE8	large car	6	18	26	21	5	No	423
LINCOLN MKS	3.7	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.7VE8	large car	5	18	27	21	5	No	421
LINCOLN MKS	3.7	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.7VE8	large car	6	18	27	21	5	No	421
LINCOLN MKT	3.5	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.5VEP	small SUV	5	16	23	18	4	No	482
LINCOLN MKT	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.5VEP	small SUV	6	16	23	18	4	No	482
LINCOLN MKT	3.7	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.7VE8	small SUV	5	17	25	20	5	No	446
LINCOLN MKT	3.7	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.7VE8	small SUV	6	17	25	20	5	No	446
LINCOLN MKT Livery	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV02.0VE6	special purpose	5	20	28	23	6	No	382
LINCOLN MKT Livery	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV02.0VE6	special purpose	6	20	28	23	6	No	382
LINCOLN MKT Livery	3.7	6	Auto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.7VE8	special purpose	5	17	24	19	4	No	462
LINCOLN MKX	3.7	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.72EE	small SUV	5	17	23	19	4	No	459
LINCOLN MKX	3.7	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT03.72EE	small SUV	6	17	23	19	4	No	459
LINCOLN MKX	3.7	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXT03.72EE	small SUV	5	19	26	22	5	No	413
LINCOLN MKX	3.7	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXT03.72EE	small SUV	6	19	26	22	5	No	413
LINCOLN MKZ	2	4	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV02.0VEY	midsize car	5	22	31	25	6	No	354
LINCOLN MKZ	2	4	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV02.0VEY	midsize car	6	22	31	25	6	No	354
LINCOLN MKZ	2	4	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV02.0VEY	midsize car	5	22	33	26	7	No	340
LINCOLN MKZ	2	4	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV02.0VEY	midsize car	6	22	33	26	7	Yes	340
LINCOLN MKZ	3.7	6	SemiAuto-6	4WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.7VE8	midsize car	5	18	26	21	5	No	425
LINCOLN MKZ	3.7	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.7VE8	midsize car	6	18	26	21	5	No	425
LINCOLN MKZ	3.7	6	SemiAuto-6	2WD	Gasoline	FA	B5	Federal Tier 2 Bin 5	DFMXV03.7VE8	midsize car	5	19	28	22	5	No	408
LINCOLN MKZ	3.7	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	DFMXV03.7VE8	midsize car	6	19	28	22	5	No	408
LINCOLN MKZ Hybrid	2	4	CVT	2WD	Gasoline	FC	B3	Federal Tier 2 Bin 3	DFMXV02.0VZL	midsize car	7	38	37	38	9	Yes	233
LINCOLN Navigator FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT05.44BC	standard SUV	6	13-Sep	13/18	15-Nov	3	No	585/610
LINCOLN Navigator FFV	5.4	8	Auto-6	4WD	Ethanol/Gas	FA	B8	Federal Tier 2 Bin 8	DFMXT05.44HY	standard SUV	2	13-Sep	13/18	15-Nov	3	No	585/610
LINCOLN Navigator FFV	5.4	8	Auto-6	2WD	Ethanol/Gas	FC	B4	Federal Tier 2 Bin 4	DFMXT05.44BC	standard SUV	6	14-Oct	14/20	16-Dec	3	No	535/556
